"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"12846","berlin","2020-13-10",30227271,"Prenzlauer Berg Nordwest",52.54742,13.40979,"Entire apartment","Entire home/apt",2,1,1,"$38.00",4,6,0,38,1140
"12847","berlin","2020-13-10",30227874,"Prenzlauer Berg Nordwest",52.54828,13.40558,"Entire apartment","Entire home/apt",5,3,3,"$110.00",3,1125,0,110,3300
"12848","berlin","2020-13-10",30230330,"Weißensee",52.55193,13.43858,"Entire apartment","Entire home/apt",4,NA,2,"$37.00",1,1125,14,42,672
"12849","berlin","2020-13-10",30231252,"Prenzlauer Berg Südwest",52.53182,13.40961,"Entire apartment","Entire home/apt",2,1,1,"$70.00",2,1125,0,70,2100
"12850","berlin","2020-13-10",30237592,"Helmholtzplatz",52.5392,13.42368,"Private room in apartment","Private room",1,1,1,"$50.00",5,1125,0,50,1500
"12851","berlin","2020-13-10",30239816,"Alexanderplatz",52.52825,13.37973,"Entire serviced apartment","Entire home/apt",3,NA,2,"$124.00",2,730,29,125,125
"12852","berlin","2020-13-10",30247369,"Frankfurter Allee Nord",52.51735,13.46862,"Entire apartment","Entire home/apt",2,1,1,"$65.00",2,5,28,65,130
"12853","berlin","2020-13-10",30250090,"Neu Lichtenberg",52.50361,13.48669,"Entire apartment","Entire home/apt",3,1,2,"$30.00",12,23,0,30,900
"12854","berlin","2020-13-10",30252080,"südliche Luisenstadt",52.49785,13.44767,"Entire apartment","Entire home/apt",4,1,3,"$27.00",2,1125,23,31.1428571428571,218
"12855","berlin","2020-13-10",30259491,"Alexanderplatz",52.52079,13.38574,"Entire apartment","Entire home/apt",2,1,1,"$56.00",60,1125,15,62,930
"12856","berlin","2020-13-10",30259914,"Düsseldorfer Straße",52.49735,13.31517,"Private room in apartment","Private room",3,2,1,"$75.00",1,14,30,NA,0
"12857","berlin","2020-13-10",30261383,"nördliche Luisenstadt",52.50293,13.42245,"Entire apartment","Entire home/apt",3,1,2,"$78.57",3,1125,0,76.6666666666667,2300
"12858","berlin","2020-13-10",30280405,"Wedding Zentrum",52.55478,13.37954,"Private room in apartment","Private room",2,1,1,"$28.00",2,5,0,28,840
"12859","berlin","2020-13-10",30280522,"Neuköllner Mitte/Zentrum",52.47078,13.4309,"Private room in apartment","Private room",2,1,1,"$35.00",1,365,0,35,1050
"12860","berlin","2020-13-10",30280584,"Schöneberg-Süd",52.48081,13.34989,"Private room in apartment","Private room",3,1,2,"$30.57",2,31,12,30.4444444444444,548
"12861","berlin","2020-13-10",30281099,"Tiergarten Süd",52.50198,13.36849,"Private room in apartment","Private room",2,1,2,"$55.00",1,5,0,55,1650
"12862","berlin","2020-13-10",30283046,"Mierendorffplatz",52.52443,13.3003,"Private room in apartment","Private room",2,1,1,"$17.00",20,26,0,17,510
"12863","berlin","2020-13-10",30283227,"Albrechtstr.",52.45262,13.33707,"Private room in apartment","Private room",2,1,1,"$33.00",2,7,21,32.8888888888889,296
"12864","berlin","2020-13-10",30286058,"Prenzlauer Berg Nordwest",52.54693,13.40839,"Entire apartment","Entire home/apt",4,1,2,"$56.00",3,31,12,75.8333333333333,1365
"12865","berlin","2020-13-10",30288174,"Prenzlauer Berg Ost",52.53548,13.4374,"Entire apartment","Entire home/apt",2,1,2,"$49.00",21,91,0,48.5333333333333,1456
"12866","berlin","2020-13-10",30288206,"Schillerpromenade",52.48621,13.40845,"Entire apartment","Entire home/apt",4,2,2,"$60.00",15,60,0,60,1800
"12867","berlin","2020-13-10",30288338,"Ost 2",52.57025,13.34779,"Private room in apartment","Private room",2,1,1,"$87.00",1,1125,28,87,174
"12868","berlin","2020-13-10",30289059,"Prenzlauer Berg Ost",52.53548,13.4374,"Entire apartment","Entire home/apt",2,1,2,"$40.00",21,120,0,40,1200
"12869","berlin","2020-13-10",30290936,"Prenzlauer Berg Süd",52.53966,13.42648,"Entire apartment","Entire home/apt",2,1,2,"$50.00",3,3,0,50,1500
"12870","berlin","2020-13-10",30290944,"südliche Luisenstadt",52.4938,13.43847,"Entire apartment","Entire home/apt",2,1,1,"$110.00",5,1125,1,110,3190
"12871","berlin","2020-13-10",30291678,"Schöneberg-Nord",52.50018,13.35165,"Private room in apartment","Private room",3,1,1,"$30.00",1,1125,0,30,900
"12872","berlin","2020-13-10",30300287,"Prenzlauer Berg Süd",52.53697,13.4269,"Entire apartment","Entire home/apt",4,1,3,"$60.00",5,180,17,60,780
"12873","berlin","2020-13-10",30302081,"Tempelhofer Vorstadt",52.49232,13.40598,"Private room in apartment","Private room",2,1,1,"$35.00",4,5,0,35,1050
"12874","berlin","2020-13-10",30302255,"Frankfurter Allee Süd FK",52.51328,13.47391,"Private room in townhouse","Private room",2,1,1,"$50.00",2,80,0,50,1500
"12875","berlin","2020-13-10",30302887,"Volkspark Wilmersdorf",52.48601,13.32692,"Entire apartment","Entire home/apt",2,NA,1,"$79.00",60,180,0,79,2370
"12876","berlin","2020-13-10",30303010,"Alexanderplatz",52.52583,13.39443,"Entire apartment","Entire home/apt",4,1,2,"$150.00",3,1125,28,150,300
"12877","berlin","2020-13-10",30304549,"Karlshorst",52.48526,13.52026,"Private room in apartment","Private room",3,1,1,"$37.00",1,90,30,NA,0
"12878","berlin","2020-13-10",30305470,"Moabit Ost",52.53146,13.36018,"Entire apartment","Entire home/apt",2,1,1,"$55.00",5,1125,0,55,1650
"12879","berlin","2020-13-10",30307030,"Prenzlauer Berg Nordwest",52.55326,13.40995,"Entire apartment","Entire home/apt",2,1,1,"$50.00",2,1125,0,46.9,1407
"12880","berlin","2020-13-10",30307728,"Frankfurter Allee Süd FK",52.49978,13.45838,"Private room in apartment","Private room",2,1,1,"$40.00",2,1125,0,40,1200
"12881","berlin","2020-13-10",30308945,"Tiergarten Süd",52.50389,13.36475,"Private room in bed and breakfast","Private room",4,1,4,"$100.00",4,60,30,NA,0
"12882","berlin","2020-13-10",30312466,"Düsseldorfer Straße",52.49525,13.32559,"Entire apartment","Entire home/apt",4,NA,3,"$130.00",2,1125,29,130,130
"12883","berlin","2020-13-10",30312749,"Alexanderplatz",52.52784,13.40749,"Entire apartment","Entire home/apt",2,1,1,"$107.00",2,20,0,107,3210
"12884","berlin","2020-13-10",30313141,"Tempelhofer Vorstadt",52.48856,13.42323,"Entire apartment","Entire home/apt",2,1,1,"$47.00",3,1125,0,51.1666666666667,1535
"12885","berlin","2020-13-10",30316759,"Pankow Süd",52.5628,13.41854,"Entire apartment","Entire home/apt",5,3,3,"$59.00",2,1125,0,59,1770
"12886","berlin","2020-13-10",30317447,"Alexanderplatz",52.50659,13.42312,"Entire apartment","Entire home/apt",2,1,1,"$73.00",3,90,23,72.8571428571429,510
"12887","berlin","2020-13-10",30319167,"Weißensee",52.5529,13.43651,"Entire apartment","Entire home/apt",2,NA,1,"$33.00",1,1125,13,37.6470588235294,640
"12888","berlin","2020-13-10",30320140,"Frankfurter Allee Süd FK",52.50579,13.46749,"Entire apartment","Entire home/apt",3,1,2,"$90.00",3,15,17,90,1170
"12889","berlin","2020-13-10",30320486,"Frankfurter Allee Süd FK",52.50568,13.45937,"Private room in apartment","Private room",2,1,1,"$30.00",3,1125,0,30.0666666666667,902
"12890","berlin","2020-13-10",30329478,"Tempelhofer Vorstadt",52.48698,13.37445,"Entire apartment","Entire home/apt",3,1,3,"$95.00",2,1125,0,95,2850
"12891","berlin","2020-13-10",30331629,"Tempelhofer Vorstadt",52.4868,13.38599,"Entire apartment","Entire home/apt",3,1,1,"$63.00",3,95,23,63.2857142857143,443
"12892","berlin","2020-13-10",30331716,"Tempelhofer Vorstadt",52.48651,13.38647,"Entire apartment","Entire home/apt",3,1,2,"$56.00",2,1125,27,64.3333333333333,193
"12893","berlin","2020-13-10",30333009,"Neuköllner Mitte/Zentrum",52.48074,13.43091,"Entire apartment","Entire home/apt",6,2,3,"$110.00",2,1125,0,110,3300
"12894","berlin","2020-13-10",30333965,"Schöneberg-Nord",52.49384,13.35257,"Entire apartment","Entire home/apt",6,3,2,"$68.00",1,1125,0,67.2666666666667,2018
"12895","berlin","2020-13-10",30334384,"Alexanderplatz",52.51631,13.42443,"Shared room in hostel","Shared room",6,1,0,"$39.00",1,31,30,NA,0
"12896","berlin","2020-13-10",30334529,"Alexanderplatz",52.51712,13.42506,"Shared room in hostel","Shared room",6,1,0,"$39.00",1,31,30,NA,0
"12897","berlin","2020-13-10",30334710,"Moabit Ost",52.52509,13.35273,"Entire apartment","Entire home/apt",2,1,2,"$60.00",3,1125,0,60,1800
"12898","berlin","2020-13-10",30335567,"Moabit West",52.53027,13.3269,"Entire apartment","Entire home/apt",2,2,2,"$60.00",90,1125,0,60,1800
"12899","berlin","2020-13-10",30338379,"Parkviertel",52.54457,13.34779,"Private room in apartment","Private room",2,1,1,"$50.00",2,1125,0,50,1500
"12900","berlin","2020-13-10",30339419,"Moabit West",52.52426,13.33954,"Private room in apartment","Private room",4,1,2,"$23.00",1,1125,20,24.4,244
"12901","berlin","2020-13-10",30339793,"nördliche Luisenstadt",52.4983,13.42193,"Entire apartment","Entire home/apt",2,NA,1,"$124.00",2,1125,0,115.733333333333,3472
"12902","berlin","2020-13-10",30341837,"Weißensee",52.55335,13.4378,"Private room in serviced apartment","Private room",2,1,1,"$24.00",1,1125,16,25,350
"12903","berlin","2020-13-10",30342575,"Brunnenstr. Nord",52.54025,13.3932,"Entire condominium","Entire home/apt",1,NA,0,"$45.00",3,1125,0,45,1350
"12904","berlin","2020-13-10",30342869,"Reuterstraße",52.48634,13.43233,"Entire apartment","Entire home/apt",2,1,1,"$50.00",7,7,0,50,1500
"12905","berlin","2020-13-10",30345495,"Alexanderplatz",52.52933,13.40024,"Private room in apartment","Private room",2,1,1,"$70.00",1,15,0,70,2100
"12906","berlin","2020-13-10",30346069,"Tempelhofer Vorstadt",52.49101,13.39699,"Private room in apartment","Private room",2,1,1,"$46.00",4,50,0,46.3333333333333,1390
"12907","berlin","2020-13-10",30346290,"Brunnenstr. Nord",52.54178,13.40252,"Entire apartment","Entire home/apt",5,2,3,"$96.00",11,900,29,144,144
"12908","berlin","2020-13-10",30346688,"Neu Lichtenberg",52.5037,13.47735,"Private room in apartment","Private room",2,1,1,"$20.00",5,1125,0,20,600
"12909","berlin","2020-13-10",30346705,"Neuköllner Mitte/Zentrum",52.48053,13.43094,"Private room in apartment","Private room",3,2,3,"$50.00",2,1125,0,50,1500
"12910","berlin","2020-13-10",30346837,"Mahlsdorf",52.50196,13.61978,"Entire apartment","Entire home/apt",4,2,2,"$65.00",2,1125,0,65,1950
"12911","berlin","2020-13-10",30358711,"Karl-Marx-Allee-Süd",52.51638,13.4401,"Private room in apartment","Private room",2,1,1,"$30.00",3,1125,0,30,900
"12912","berlin","2020-13-10",30359224,"Frankfurter Allee Nord",52.52629,13.45206,"Entire apartment","Entire home/apt",2,1,1,"$40.00",2,1125,0,40,1200
"12913","berlin","2020-13-10",30360387,"Alexanderplatz",52.51556,13.42505,"Shared room in hostel","Shared room",3,1,0,"$51.00",1,365,30,NA,0
"12914","berlin","2020-13-10",30364328,"Neuköllner Mitte/Zentrum",52.46742,13.43778,"Entire apartment","Entire home/apt",4,2,2,"$70.00",3,21,0,70,2100
"12915","berlin","2020-13-10",30365864,"Prenzlauer Berg Nordwest",52.54247,13.40818,"Room in boutique hotel","Hotel room",2,1,1,"$139.00",1,1125,21,141.333333333333,1272
"12916","berlin","2020-13-10",30366545,"Neuköllner Mitte/Zentrum",52.46885,13.43291,"Entire apartment","Entire home/apt",2,1,1,"$15.00",2,31,0,15,450
"12917","berlin","2020-13-10",30367510,"Prenzlauer Berg Nordwest",52.54237,13.40979,"Room in boutique hotel","Hotel room",2,1,1,"$139.00",1,1125,16,141.142857142857,1976
"12918","berlin","2020-13-10",30373468,"Prenzlauer Berg Süd",52.53076,13.42558,"Entire apartment","Entire home/apt",2,1,1,"$68.00",3,1125,11,68,1292
"12919","berlin","2020-13-10",30374708,"Parkviertel",52.54677,13.34438,"Private room in apartment","Private room",2,1,1,"$30.00",2,7,0,30,900
"12920","berlin","2020-13-10",30384248,"Weißensee",52.55328,13.4364,"Entire serviced apartment","Entire home/apt",4,1,2,"$37.00",1,1125,7,42,966
"12921","berlin","2020-13-10",30389555,"Prenzlauer Berg Süd",52.53056,13.43225,"Entire apartment","Entire home/apt",6,1,4,"$74.00",1,1125,20,108,1080
"12922","berlin","2020-13-10",30390298,"Prenzlauer Berg Nordwest",52.55255,13.40857,"Private room in apartment","Private room",2,1,1,"$35.00",1,1125,0,35,1050
"12923","berlin","2020-13-10",30390305,"Dammvorstadt",52.45056,13.57164,"Entire apartment","Entire home/apt",2,1,1,"$100.00",60,1125,30,NA,0
"12924","berlin","2020-13-10",30391846,"Prenzlauer Berg Südwest",52.5405,13.40824,"Room in boutique hotel","Hotel room",2,1,1,"$139.00",1,1125,28,134,268
"12925","berlin","2020-13-10",30392465,"Prenzlauer Berg Nordwest",52.54248,13.41005,"Room in boutique hotel","Hotel room",2,1,1,"$126.00",1,1125,27,125.666666666667,377
"12926","berlin","2020-13-10",30392738,"Prenzlauer Berg Nordwest",52.54256,13.40932,"Room in boutique hotel","Hotel room",4,2,2,"$172.00",1,1125,25,174.4,872
"12927","berlin","2020-13-10",30395400,"Wilhelmstadt",52.5232,13.19564,"Private room in apartment","Private room",2,1,2,"$32.00",2,1125,18,32,384
"12928","berlin","2020-13-10",30395919,"Karl-Marx-Allee-Süd",52.5087,13.45041,"Private room in apartment","Private room",2,1,1,"$100.00",3,6,0,100,3000
"12929","berlin","2020-13-10",30399607,"Rahnsdorf/Hessenwinkel",52.45445,13.7336,"Entire apartment","Entire home/apt",2,1,2,"$45.00",2,14,12,45,810
"12930","berlin","2020-13-10",30402465,"Osloer Straße",52.55548,13.3916,"Entire apartment","Entire home/apt",4,2,2,"$50.00",2,1125,0,50,1500
"12931","berlin","2020-13-10",30403956,"Neu Lichtenberg",52.50751,13.49843,"Shared room in apartment","Shared room",1,1,1,"$15.00",1,1125,0,15,450
"12932","berlin","2020-13-10",30414411,"Schöneberg-Nord",52.49204,13.36194,"Entire apartment","Entire home/apt",2,1,2,"$44.00",3,90,23,43.8571428571429,307
"12933","berlin","2020-13-10",30415464,"Frankfurter Allee Süd FK",52.4973,13.46272,"Entire apartment","Entire home/apt",3,2,2,"$85.00",3,31,0,85.6666666666667,2570
"12934","berlin","2020-13-10",30415840,"Moabit West",52.52778,13.33456,"Private room in apartment","Private room",2,1,2,"$39.00",1,30,0,45.2333333333333,1357
"12935","berlin","2020-13-10",30416233,"Rixdorf",52.48067,13.44466,"Private room in condominium","Private room",3,1,2,"$80.00",1,1125,0,80,2400
"12936","berlin","2020-13-10",30416441,"Alexanderplatz",52.52763,13.39561,"Entire condominium","Entire home/apt",4,2,2,"$160.00",4,1125,0,160,4800
"12937","berlin","2020-13-10",30416493,"Fennpfuhl",52.52482,13.47036,"Private room in apartment","Private room",1,1,1,"$19.00",3,28,0,19,570
"12938","berlin","2020-13-10",30416532,"Südliche Friedrichstadt",52.50092,13.3873,"Room in hotel","Private room",4,1,4,"$88.00",1,1125,29,91,91
"12939","berlin","2020-13-10",30418361,"Tempelhofer Vorstadt",52.49281,13.38647,"Private room in apartment","Private room",2,1,1,"$45.00",2,30,0,45,1350
"12940","berlin","2020-13-10",30422672,"Reuterstraße",52.48257,13.43538,"Private room in apartment","Private room",2,1,1,"$35.00",2,1125,30,NA,0
"12941","berlin","2020-13-10",30425334,"Tempelhof",52.46884,13.38596,"Private room in apartment","Private room",2,1,2,"$40.00",1,1125,0,40,1200
"12942","berlin","2020-13-10",30426243,"Moabit Ost",52.53253,13.35141,"Entire apartment","Entire home/apt",3,NA,1,"$50.00",3,1125,0,50,1500
"12943","berlin","2020-13-10",30434108,"Regierungsviertel",52.51069,13.39475,"Private room in apartment","Private room",1,1,1,"$30.00",30,90,0,30,900
"12944","berlin","2020-13-10",30439405,"Karl-Marx-Allee-Nord",52.52353,13.44717,"Entire apartment","Entire home/apt",2,1,1,"$80.00",2,10,0,80,2400
"12945","berlin","2020-13-10",30439709,"südliche Luisenstadt",52.49632,13.44729,"Entire loft","Entire home/apt",3,NA,2,"$106.00",4,1125,0,100,3000
"12946","berlin","2020-13-10",30441311,"Otto-Suhr-Allee",52.51641,13.31286,"Entire apartment","Entire home/apt",2,1,1,"$22.00",30,1125,0,22,660
"12947","berlin","2020-13-10",30442165,"Tempelhofer Vorstadt",52.4909,13.41617,"Private room in apartment","Private room",2,1,1,"$30.00",2,30,0,29.4666666666667,884
"12948","berlin","2020-13-10",30442199,"Wedding Zentrum",52.55255,13.36363,"Private room in apartment","Private room",1,1,1,"$29.00",3,1125,29,29,29
"12949","berlin","2020-13-10",30444196,"Friedenau",52.47384,13.32224,"Entire apartment","Entire home/apt",2,2,2,"$40.00",29,31,0,40,1200
"12950","berlin","2020-13-10",30452135,"Westend",52.51942,13.28081,"Entire apartment","Entire home/apt",2,1,1,"$50.00",2,30,0,50,1500
"12951","berlin","2020-13-10",30452290,"Frankfurter Allee Nord",52.5173,13.47245,"Entire apartment","Entire home/apt",6,2,4,"$95.00",3,1125,0,95,2850
"12952","berlin","2020-13-10",30452438,"Frankfurter Allee Nord",52.52246,13.45176,"Private room in apartment","Private room",2,1,1,"$45.00",3,12,0,45,1350
"12953","berlin","2020-13-10",30453019,"Moabit West",52.52209,13.32968,"Shared room in loft","Shared room",3,1,2,"$21.00",1,60,8,19.3636363636364,426
"12954","berlin","2020-13-10",30454964,"Regierungsviertel",52.51018,13.38056,"Entire apartment","Entire home/apt",4,2,3,"$80.00",60,1125,18,80,960
"12955","berlin","2020-13-10",30455135,"Tempelhofer Vorstadt",52.49492,13.38415,"Private room in apartment","Private room",2,1,1,"$30.00",2,4,0,30,900
"12956","berlin","2020-13-10",30456345,"Neu Lichtenberg",52.50249,13.48577,"Private room in apartment","Private room",2,1,1,"$25.00",1,21,0,25,750
"12957","berlin","2020-13-10",30457112,"Reuterstraße",52.48571,13.4334,"Entire apartment","Entire home/apt",2,1,1,"$110.00",5,7,28,110,220
"12958","berlin","2020-13-10",30457599,"Buchholz",52.60554,13.42162,"Private room in apartment","Private room",2,1,1,"$25.00",1,7,0,25,750
"12959","berlin","2020-13-10",30457892,"Brunnenstr. Nord",52.54474,13.3763,"Private room in apartment","Private room",2,1,2,"$30.00",1,1125,0,30,900
"12960","berlin","2020-13-10",30462202,"Frankfurter Allee Nord",52.51593,13.45569,"Entire apartment","Entire home/apt",6,2,3,"$140.00",3,1125,6,125,3000
"12961","berlin","2020-13-10",30462378,"Frankfurter Allee Süd FK",52.50404,13.46787,"Entire apartment","Entire home/apt",2,2,1,"$45.00",2,30,0,45,1350
"12962","berlin","2020-13-10",30462584,"Rixdorf",52.47354,13.45266,"Private room in apartment","Private room",1,1,1,"$21.00",1,1125,0,21,630
"12963","berlin","2020-13-10",30464197,"Brunnenstr. Nord",52.54867,13.39857,"Entire condominium","Entire home/apt",4,1,1,"$75.00",5,24,0,75,2250
"12964","berlin","2020-13-10",30466274,"Weißensee Ost",52.56698,13.4608,"Entire apartment","Entire home/apt",2,1,1,"$23.00",3,1125,0,23,690
"12965","berlin","2020-13-10",30466826,"Parkviertel",52.54678,13.34856,"Private room in apartment","Private room",2,1,1,"$36.00",1,3,0,36,1080
"12966","berlin","2020-13-10",30468643,"südliche Luisenstadt",52.49486,13.42637,"Private room in apartment","Private room",2,1,2,"$80.00",2,1125,0,80,2400
"12967","berlin","2020-13-10",30488240,"Rummelsburger Bucht",52.49358,13.48533,"Room in boutique hotel","Private room",2,1,2,"$80.00",4,1125,0,80,2400
"12968","berlin","2020-13-10",30489588,"Rummelsburger Bucht",52.49358,13.48533,"Room in boutique hotel","Private room",2,1,2,"$69.00",4,1125,0,69,2070
"12969","berlin","2020-13-10",30490003,"Rummelsburger Bucht",52.49358,13.48533,"Room in boutique hotel","Private room",1,1,1,"$55.00",4,1125,0,55,1650
"12970","berlin","2020-13-10",30490641,"Rummelsburger Bucht",52.49261,13.48626,"Room in boutique hotel","Private room",2,1,2,"$69.00",4,1125,0,69,2070
"12971","berlin","2020-13-10",30490703,"Rummelsburger Bucht",52.49358,13.48533,"Room in boutique hotel","Private room",2,1,2,"$69.00",4,1125,0,69,2070
"12972","berlin","2020-13-10",30490995,"Prenzlauer Berg Nord",52.55214,13.41598,"Private room in apartment","Private room",2,1,1,"$30.00",2,30,0,30.2333333333333,907
"12973","berlin","2020-13-10",30491623,"Rummelsburger Bucht",52.49381,13.48481,"Room in boutique hotel","Private room",1,1,1,"$55.00",4,1125,0,55,1650
"12974","berlin","2020-13-10",30491950,"Rummelsburger Bucht",52.49358,13.48533,"Room in boutique hotel","Private room",2,1,2,"$48.00",14,1125,0,48,1440
"12975","berlin","2020-13-10",30493987,"Alt  Treptow",52.49284,13.45722,"Private room in apartment","Private room",2,1,1,"$41.00",2,14,30,NA,0
"12976","berlin","2020-13-10",30494554,"Tiergarten Süd",52.5004,13.36414,"Private room in apartment","Private room",2,1,2,"$38.00",2,10,0,38,1140
"12977","berlin","2020-13-10",30494744,"Brunnenstr. Süd",52.53626,13.3949,"Entire apartment","Entire home/apt",3,1,2,"$45.00",2,14,0,45,1350
"12978","berlin","2020-13-10",30495280,"Nord 1",52.64063,13.2953,"Private room in bed and breakfast","Private room",2,1,1,"$45.00",1,30,30,NA,0
"12979","berlin","2020-13-10",30495406,"Frankfurter Allee Süd FK",52.51426,13.45589,"Entire apartment","Entire home/apt",6,2,1,"$79.00",7,1125,0,79,2370
"12980","berlin","2020-13-10",30498507,"Moabit West",52.5273,13.33582,"Entire apartment","Entire home/apt",2,1,1,"$80.00",1,1,0,80,2400
"12981","berlin","2020-13-10",30499973,"Buch",52.62531,13.49386,"Entire apartment","Entire home/apt",4,1,1,"$74.00",3,7,0,74,2220
"12982","berlin","2020-13-10",30500085,"Schillerpromenade",52.47032,13.42439,"Private room in apartment","Private room",1,NA,1,"$28.00",4,30,0,28,840
"12983","berlin","2020-13-10",30504725,"Moabit West",52.52645,13.3246,"Entire apartment","Entire home/apt",4,1,2,"$100.00",2,1125,10,100,2000
"12984","berlin","2020-13-10",30506086,"Oberschöneweide",52.46393,13.51704,"Private room in apartment","Private room",2,1,1,"$24.00",3,20,0,24,720
"12985","berlin","2020-13-10",30515176,"Alexanderplatz",52.52811,13.38072,"Entire serviced apartment","Entire home/apt",4,NA,3,"$139.00",2,730,30,NA,0
"12986","berlin","2020-13-10",30515379,"Alexanderplatz",52.53034,13.38121,"Entire serviced apartment","Entire home/apt",5,NA,3,"$165.00",2,730,30,NA,0
"12987","berlin","2020-13-10",30515744,"Alexanderplatz",52.52939,13.37917,"Entire serviced apartment","Entire home/apt",3,NA,2,"$144.00",2,730,30,NA,0
"12988","berlin","2020-13-10",30518201,"Prenzlauer Berg Süd",52.53171,13.42755,"Entire apartment","Entire home/apt",6,2,6,"$210.00",2,1125,0,210,6300
"12989","berlin","2020-13-10",30519814,"Rixdorf",52.48563,13.44838,"Private room in apartment","Private room",2,1,1,"$19.00",4,80,0,19,570
"12990","berlin","2020-13-10",30520556,"Friedenau",52.46892,13.34323,"Private room in apartment","Private room",1,1,2,"$40.00",1,1125,29,40,40
"12991","berlin","2020-13-10",30523899,"Südliche Friedrichstadt",52.49827,13.40074,"Private room in apartment","Private room",2,1,2,"$45.00",5,10,0,45,1350
"12992","berlin","2020-13-10",30524996,"Düsseldorfer Straße",52.49874,13.30831,"Private room in apartment","Private room",1,1,2,"$39.00",2,21,29,39,39
"12993","berlin","2020-13-10",30527210,"Alexanderplatz",52.51273,13.41072,"Entire apartment","Entire home/apt",4,1,2,"$100.00",1,1125,0,100,3000
"12994","berlin","2020-13-10",30531533,"Drakestr.",52.44718,13.31422,"Entire apartment","Entire home/apt",4,2,3,"$200.00",1,1125,27,200,600
"12995","berlin","2020-13-10",30532157,"Reuterstraße",52.48463,13.43718,"Entire apartment","Entire home/apt",2,1,1,"$60.00",4,30,0,60,1800
"12996","berlin","2020-13-10",30532385,"Reuterstraße",52.48871,13.42634,"Entire apartment","Entire home/apt",4,1,2,"$70.00",3,14,0,70,2100
"12997","berlin","2020-13-10",30533465,"Prenzlauer Berg Süd",52.53142,13.43344,"Entire house","Entire home/apt",4,1,2,"$101.00",20,90,18,90,1080
"12998","berlin","2020-13-10",30534271,"Alexanderplatz",52.52722,13.40856,"Private room in apartment","Private room",2,1,2,"$65.00",3,1125,28,65,130
"12999","berlin","2020-13-10",30542560,"Mierendorffplatz",52.52193,13.31554,"Private room in pension","Private room",1,NA,1,"$35.00",4,17,30,NA,0
"13000","berlin","2020-13-10",30544777,"Moabit Ost",52.52761,13.34952,"Private room in apartment","Private room",1,NA,1,"$40.00",4,1125,0,40,1200
"13001","berlin","2020-13-10",30546346,"Friedenau",52.47105,13.33442,"Entire loft","Entire home/apt",2,1,1,"$77.00",3,30,17,73.6923076923077,958
"13002","berlin","2020-13-10",30546608,"Moabit Ost",52.52222,13.35522,"Private room in apartment","Private room",2,1,1,"$70.00",2,14,0,70,2100
"13003","berlin","2020-13-10",30546710,"Friedenau",52.47105,13.33442,"Private room in apartment","Private room",1,NA,1,"$45.71",3,29,17,41.9230769230769,545
"13004","berlin","2020-13-10",30546935,"Friedenau",52.46543,13.32922,"Entire apartment","Entire home/apt",2,1,2,"$64.00",3,30,30,NA,0
"13005","berlin","2020-13-10",30547165,"Frankfurter Allee Süd FK",52.50444,13.46543,"Entire apartment","Entire home/apt",2,1,1,"$100.00",3,14,0,100,3000
"13006","berlin","2020-13-10",30547678,"Neuköllner Mitte/Zentrum",52.48062,13.42824,"Private room in apartment","Private room",3,1,2,"$45.00",1,30,0,45,1350
"13007","berlin","2020-13-10",30548092,"Brunnenstr. Nord",52.53869,13.39618,"Entire apartment","Entire home/apt",1,NA,0,"$30.00",1,14,0,30,900
"13008","berlin","2020-13-10",30549282,"Wedding Zentrum",52.55383,13.37538,"Private room in apartment","Private room",2,1,2,"$25.00",5,23,9,21.6666666666667,455
"13009","berlin","2020-13-10",30551380,"Tempelhofer Vorstadt",52.49943,13.3717,"Room in boutique hotel","Hotel room",2,1,2,"$70.00",1,365,29,70,70
"13010","berlin","2020-13-10",30552333,"Neu Lichtenberg",52.50391,13.47605,"Private room in apartment","Private room",2,1,1,"$50.00",1,1125,0,50,1500
"13011","berlin","2020-13-10",30552559,"Moabit Ost",52.53376,13.35087,"Entire apartment","Entire home/apt",3,1,2,"$60.00",5,1125,0,60,1800
"13012","berlin","2020-13-10",30553886,"Alexanderplatz",52.50878,13.42384,"Private room in apartment","Private room",2,1,1,"$50.00",2,1125,0,50,1500
"13013","berlin","2020-13-10",30554289,"Schillerpromenade",52.48765,13.41198,"Private room in apartment","Private room",2,1,1,"$65.00",2,1125,0,65,1950
"13014","berlin","2020-13-10",30555107,"Frankfurter Allee Süd FK",52.51292,13.45748,"Entire apartment","Entire home/apt",2,1,1,"$56.00",3,10,0,56,1680
"13015","berlin","2020-13-10",30558087,"Moabit West",52.53118,13.32829,"Private room in apartment","Private room",3,1,1,"$45.00",2,1125,29,45,45
"13016","berlin","2020-13-10",30574716,"Halensee",52.49405,13.29199,"Private room in apartment","Private room",2,1,1,"$56.00",1,1125,29,55,55
"13017","berlin","2020-13-10",30575023,"Alexanderplatz",52.52702,13.39823,"Private room in apartment","Private room",2,1,1,"$60.00",2,1125,0,60,1800
"13018","berlin","2020-13-10",30577044,"Prenzlauer Berg Süd",52.53291,13.42706,"Private room in apartment","Private room",2,1,1,"$25.00",1,6,0,25,750
"13019","berlin","2020-13-10",30578063,"Baumschulenweg",52.46715,13.4914,"Entire apartment","Entire home/apt",2,1,1,"$79.00",2,1125,17,79,1027
